GEOID,TractLat,TractLon,OSHPDID_1,HospLat_1,HospLon_1,Dist_1,OSHPDID_2,HospLat_2,HospLon_2,Dist_2,OSHPDID_3,HospLat_3,HospLon_3,Dist_3,duration_0,duration_1,duration_2,duration_in_traffic_0,duration_in_traffic_1,duration_in_traffic_2
6065045604,33.5034362,-115.915798,106334487,33.91187,-117.19525,1.34306201989575,106374141,32.87799,-117.22331,1.44940352532981,106370782,32.75387,-117.16498,1.45681335705932,5475,10292,10359,5469,10390,10496
6065045605,33.5353408,-116.1440897,106334487,33.91187,-117.19525,1.11656267837894,106374141,32.87799,-117.22331,1.26365601735313,106370782,32.75387,-117.16498,1.28565688108715,5038,9847,9892,5018,9751,9855
6065045606,33.6710396,-116.233783,106334487,33.91187,-117.19525,0.991170052843183,106364231,34.07163215,-117.3527761,1.18853689423724,106374141,32.87799,-117.22331,1.2681054182477,4331,4681,9268,4299,4726,9306
6065045608,33.6381933,-116.2526918,106334487,33.91187,-117.19525,0.981486065367281,106364231,34.07163215,-117.3527761,1.18239363318475,106374141,32.87799,-117.22331,1.23288634816927,4735,5085,9598,4692,5090,9644
6065045609,33.6447996,-116.1520685,106334487,33.91187,-117.19525,1.07682600288924,106364231,34.07163215,-117.3527761,1.27431737272834,106374141,32.87799,-117.22331,1.3174047646697,4326,4675,9142,4269,4701,9252
6065045703,33.662898,-116.1700591,106334487,33.91187,-117.19525,1.05498978110065,106364231,34.07163215,-117.3527761,1.25135251127139,106374141,32.87799,-117.22331,1.3135516841049,4351,4701,9168,4297,4724,9280
6065045704,33.6712432,-116.1823836,106334487,33.91187,-117.19525,1.04105696344014,106364231,34.07163215,-117.3527761,1.23698420173354,106374141,32.87799,-117.22331,1.3087316033195,4351,4700,9167,4287,4716,9269
6065045705,33.6669301,-116.1910528,106334487,33.91187,-117.19525,1.03363802711581,106364231,34.07163215,-117.3527761,1.23019704723963,106374141,32.87799,-117.22331,1.29922338661982,4469,4819,9285,4421,4824,9369
6065045706,33.6774057,-116.1657166,106334487,33.91187,-117.19525,1.05589418489262,106364231,34.07163215,-117.3527761,1.25080963796249,106374141,32.87799,-117.22331,1.32573348042888,4080,4430,8896,4014,4449,9104
6065045707,33.681074,-116.1857336,106334487,33.91187,-117.19525,1.03556272407081,106364231,34.07163215,-117.3527761,1.23065993082478,106374141,32.87799,-117.22331,1.31206276408294,4266,4616,9082,4202,4637,9224
6065045900,33.5281671,-114.6694119,106334487,33.91187,-117.19525,2.55481624053082,106370782,32.75387,-117.16498,2.61292865206955,106374141,32.87799,-117.22331,2.63536065208314,9140,12045,12392,9192,12190,12551
6065046101,33.6142234,-114.5838963,106334487,33.91187,-117.19525,2.62826209594767,106370782,32.75387,-117.16498,2.72069863073756,106374141,32.87799,-117.22331,2.74017231192188,8993,12692,13039,9040,12880,13246
6065046102,33.6137829,-114.609989,106334487,33.91187,-117.19525,2.60238935544,106370782,32.75387,-117.16498,2.69581698296962,106374141,32.87799,-117.22331,2.7149286990143,8945,12621,12968,8983,12796,13158
6065046103,33.6249027,-114.5972328,106334487,33.91187,-117.19525,2.6138178212655,106370782,32.75387,-117.16498,2.71146153348653,106374141,32.87799,-117.22331,2.73023076712962,9104,12809,13156,9180,13027,13396
6065046200,33.5994708,-114.5966887,106334487,33.91187,-117.19525,2.61727226134736,106370782,32.75387,-117.16498,2.70391584828676,106374141,32.87799,-117.22331,2.72390785423853,9011,12581,12928,9056,12759,13120
6065046401,33.5708213,-117.4050045,106334487,33.91187,-117.19525,0.400388768626122,106364231,34.07163215,-117.3527761,0.503526874401241,106301279,33.7879885,-117.8901339,0.531518699106821,4548,4784,4443,4544,5445,4842
6065046402,33.6478677,-117.358069,106334487,33.91187,-117.19525,0.310172921394325,106364231,34.07163215,-117.3527761,0.423797503383647,106301279,33.7879885,-117.8901339,0.550206230794109,2739,2974,4126,2900,3813,4616
6065046403,33.6273043,-117.3082295,106334487,33.91187,-117.19525,0.306173161849205,106364231,34.07163215,-117.3527761,0.446555302126381,106301279,33.7879885,-117.8901339,0.603682153843409,2786,3191,4457,2886,3960,4861
6065046404,33.6510929,-117.2771726,106334487,33.91187,-117.19525,0.273342291413475,106364231,34.07163215,-117.3527761,0.427281113557351,106301279,33.7879885,-117.8901339,0.628062067471888,2508,2914,3193,2643,3730,4858
6065046405,33.6205592,-117.2726363,106334487,33.91187,-117.19525,0.301414368642785,106364231,34.07163215,-117.3527761,0.458136654029929,106301279,33.7879885,-117.8901339,0.639793604613441,2536,2954,3233,2761,3777,4906
6065046500,33.9709274,-117.333312,106364231,34.07163215,-117.3527761,0.102568503261829,106334487,33.91187,-117.19525,0.150162886023016,106301279,33.7879885,-117.8901339,0.586103463095742,994,1037,2874,1352,1095,4238
6065046601,33.927069,-117.5730342,106364231,34.07163215,-117.3527761,0.263461828266505,106301279,33.7879885,-117.8901339,0.346259447842725,106334487,33.91187,-117.19525,0.37808981918406,1601,2268,2317,2030,3533,2553
6065046602,33.91256,-117.5749637,106364231,34.07163215,-117.3527761,0.273260459085067,106301279,33.7879885,-117.8901339,0.338895726707045,106334487,33.91187,-117.19525,0.379714326919182,1621,1998,2176,2126,3375,2560
6065046700,33.8915866,-117.276735,106334487,33.91187,-117.19525,0.083971551971845,106364231,34.07163215,-117.3527761,0.195444746575632,106301279,33.7879885,-117.8901339,0.62208582755503,914,1397,3285,1002,2686,4807
6065046800,33.9283078,-117.2132757,106334487,33.91187,-117.19525,0.0243952275933181,106364231,34.07163215,-117.3527761,0.200005577179946,106301279,33.7879885,-117.8901339,0.691249975667085,380,1659,3344,456,2232,5329
6065046900,33.7785595,-115.3687419,106334487,33.91187,-117.19525,1.83136657411231,106364231,34.07163215,-117.3527761,2.00556308426029,106374141,32.87799,-117.22331,2.06166152941454,7009,7359,11823,7044,7421,11929
6065047000,33.6218613,-114.5601089,106334487,33.91187,-117.19525,2.6510514259412,106370782,32.75387,-117.16498,2.74568067052432,106374141,32.87799,-117.22331,2.76513735825274,9083,12781,13128,9134,12983,13352
6065047201,33.9177523,-116.4319169,106334487,33.91187,-117.19525,0.763355764377852,106364231,34.07163215,-117.3527761,0.933627695851325,106374141,32.87799,-117.22331,1.30667849114803,3305,3655,8121,3274,3767,8395
6065047202,33.90678,-116.3494734,106334487,33.91187,-117.19525,0.84579191602165,106364231,34.07163215,-117.3527761,1.01675588967408,106374141,32.87799,-117.22331,1.3498145308151,3776,4126,8593,3737,4178,8839
6065047900,33.8282363,-117.5567013,106364231,34.07163215,-117.3527761,0.317532717987079,106301279,33.7879885,-117.8901339,0.335852920409523,106334487,33.91187,-117.19525,0.371000859901132,1946,2308,2276,2440,3264,2652
6065048100,33.8152929,-117.5881888,106301279,33.7879885,-117.8901339,0.303177132504048,106364231,34.07163215,-117.3527761,0.348035846446669,106334487,33.91187,-117.19525,0.404633212662834,2372,2283,2634,3607,2824,3044
6065048200,33.8889304,-117.5407094,106364231,34.07163215,-117.3527761,0.262104663640217,106334487,33.91187,-117.19525,0.346220193369071,106301279,33.7879885,-117.8901339,0.363712452874338,1691,2042,1989,2162,2392,3393
6065048300,33.8795848,-117.210061,106334487,33.91187,-117.19525,0.0355204146940832,106364231,34.07163215,-117.3527761,0.239269271763074,106301279,33.7879885,-117.8901339,0.686213546564127,536,2018,3864,634,3079,5975
6065048700,33.9088488,-117.1909759,106334487,33.91187,-117.19525,0.00523407873937954,106364231,34.07163215,-117.3527761,0.229516282117985,106301279,33.7879885,-117.8901339,0.709527392762327,152,1882,3510,156,2424,5447
6065048800,33.8705695,-117.2215572,106334487,33.91187,-117.19525,0.0489673367878031,106364231,34.07163215,-117.3527761,0.240092875659045,106301279,33.7879885,-117.8901339,0.673657498543506,721,1994,3694,784,3014,5817
6065048901,33.900986,-117.2130878,106334487,33.91187,-117.19525,0.0208961375579261,106364231,34.07163215,-117.3527761,0.220528750204394,106301279,33.7879885,-117.8901339,0.686410851117227,329,1810,3666,352,2839,5792
6065048902,33.8974314,-117.2217753,106334487,33.91187,-117.19525,0.0302004091040189,106364231,34.07163215,-117.3527761,0.217961260092706,106301279,33.7879885,-117.8901339,0.677259895870393,515,1789,3612,580,2826,5745
6065049000,33.8800295,-117.1913414,106334487,33.91187,-117.19525,0.032079504270018,106364231,34.07163215,-117.3527761,0.250544881909635,106301279,33.7879885,-117.8901339,0.704827995852366,542,2211,3896,645,2683,5790
6065049100,33.6927812,-116.231707,106334487,33.91187,-117.19525,0.988137143889675,106364231,34.07163215,-117.3527761,1.18335285071305,106374141,32.87799,-117.22331,1.28341778435802,4271,4621,9087,4247,4682,9237
6065049400,33.7597059,-116.2675266,106334487,33.91187,-117.19525,0.940119471256914,106364231,34.07163215,-117.3527761,1.12918752326145,106374141,32.87799,-117.22331,1.30036334769494,3600,3950,8416,3569,4019,8673
6065049500,33.709899,-116.2106697,106334487,33.91187,-117.19525,1.00508241054607,106364231,34.07163215,-117.3527761,1.19802249591979,106374141,32.87799,-117.22331,1.31053918730617,4097,4446,8913,4056,4490,9138
6065049600,33.5357624,-117.1579437,106334487,33.91187,-117.19525,0.377953286528174,106364231,34.07163215,-117.3527761,0.570189488727052,106374141,32.87799,-117.22331,0.661012317114779,2551,3056,3547,2668,3989,4566
6065049700,33.5245415,-117.2442319,106334487,33.91187,-117.19525,0.390413362271147,106364231,34.07163215,-117.3527761,0.557754446572202,106374141,32.87799,-117.22331,0.64688991957817,3012,3518,3789,3088,4314,4692
6065049800,33.546201,-117.1978916,106334487,33.91187,-117.19525,0.36567854136052,106364231,34.07163215,-117.3527761,0.547783809299404,106374141,32.87799,-117.22331,0.668694276616422,2389,2895,3529,2477,3866,4549
6065050300,33.5863934,-117.1520102,106334487,33.91187,-117.19525,0.328336256681471,106364231,34.07163215,-117.3527761,0.525131974939986,106374141,32.87799,-117.22331,0.711982470719324,2195,2701,3758,2334,3765,4745
6065050400,33.5863065,-117.1879636,106334487,33.91187,-117.19525,0.325645027840455,106364231,34.07163215,-117.3527761,0.512546726361774,106374141,32.87799,-117.22331,0.709197879413922,2339,2845,3696,2487,3869,4727
6065050500,33.5490164,-117.1625551,106334487,33.91187,-117.19525,0.364323608237197,106364231,34.07163215,-117.3527761,0.556157577480573,106374141,32.87799,-117.22331,0.673771168402867,2449,2955,3552,2578,3914,4582
6065050600,33.5730812,-117.2285109,106334487,33.91187,-117.19525,0.340417594248964,106364231,34.07163215,-117.3527761,0.513804330146159,106374141,32.87799,-117.22331,0.695110657146213,2482,2988,3713,2662,3977,4669
6065050700,33.6184601,-117.1524268,106334487,33.91187,-117.19525,0.296518457901444,106364231,34.07163215,-117.3527761,0.495484357888008,106374141,32.87799,-117.22331,0.743855091423219,2123,2628,3828,2346,3769,4832
6065050900,33.9384493,-117.3011726,106334487,33.91187,-117.19525,0.109206485060412,106364231,34.07163215,-117.3527761,0.142830643583132,106301279,33.7879885,-117.8901339,0.60787652137119,807,1134,3007,948,1871,4697
6065051100,33.8965004,-117.2043216,106334487,33.91187,-117.19525,0.0178470874576208,106364231,34.07163215,-117.3527761,0.229586298433317,106301279,33.7879885,-117.8901339,0.694343822088821,371,2041,3726,412,2516,5632
6065051200,33.4881646,-117.2137843,106334487,33.91187,-117.19525,0.424110582590971,106364231,34.07163215,-117.3527761,0.599794216686227,106374141,32.87799,-117.22331,0.610248950384712,3151,3656,3928,3171,4425,4772
6065051300,33.8238592,-116.9542225,106334487,33.91187,-117.19525,0.25659336833381,106364231,34.07163215,-117.3527761,0.469293518839395,106301279,33.7879885,-117.8901339,0.936598556356173,4779,5128,7582,4750,5147,8503
6065051400,33.7787664,-116.2955164,106334487,33.91187,-117.19525,0.909525766156148,106364231,34.07163215,-117.3527761,1.09707265974828,106374141,32.87799,-117.22331,1.29313537071644,3726,4076,8566,3683,4126,8797
