GEOID,TractLat,TractLon,OSHPDID_1,HospLat_1,HospLon_1,Dist_1,OSHPDID_2,HospLat_2,HospLon_2,Dist_2,OSHPDID_3,HospLat_3,HospLon_3,Dist_3,duration_0,duration_1,duration_2,duration_in_traffic_0,duration_in_traffic_1,duration_in_traffic_2
6001400100,37.8676275,-122.231946,50305,37.8556279,-122.2575014,0.0282324081388745,50075,37.8235207,-122.2585683,0.0515185079707234,50043,37.821677,-122.2630846,0.0555073045662462,446,947,833,459,1022,895
6001400200,37.8481386,-122.2495968,50305,37.8556279,-122.2575014,0.0108890915897459,50075,37.8235207,-122.2585683,0.0262016948432644,50043,37.821677,-122.2630846,0.0297007916291751,365,601,487,369,653,523
6001400300,37.8405983,-122.2544365,50305,37.8556279,-122.2575014,0.0153389206976873,50075,37.8235207,-122.2585683,0.0175703213687166,50043,37.821677,-122.2630846,0.0208039714309582,415,528,456,435,614,524
6001400400,37.8482803,-122.2574533,50305,37.8556279,-122.2575014,0.00734775743816037,50075,37.8235207,-122.2585683,0.024784693202858,50043,37.821677,-122.2630846,0.0271927768089237,266,582,469,271,626,498
6001400500,37.8485412,-122.2647277,50305,37.8556279,-122.2575014,0.0101213007355784,50075,37.8235207,-122.2585683,0.0257674917019458,50043,37.821677,-122.2630846,0.026914401707077,252,602,505,251,655,543
6001400600,37.8419909,-122.2648882,50305,37.8556279,-122.2575014,0.0155091129095176,50075,37.8235207,-122.2585683,0.0195215118279797,50043,37.821677,-122.2630846,0.020393810486761,319,512,415,335,559,441
6001400700,37.8417667,-122.2723529,50305,37.8556279,-122.2575014,0.0203150170487303,50043,37.821677,-122.2630846,0.0221245888318864,50075,37.8235207,-122.2585683,0.0228677002158097,488,447,545,506,533,644
6001400800,37.8454675,-122.2833944,50305,37.8556279,-122.2575014,0.0278151249711488,50043,37.821677,-122.2630846,0.0312805988799788,50075,37.8235207,-122.2585683,0.0331360418796574,483,647,736,532,700,824
6001400900,37.8394912,-122.2802646,50043,37.821677,-122.2630846,0.0247486993928923,50075,37.8235207,-122.2585683,0.0269404213764358,50305,37.8556279,-122.2575014,0.027902622836037,536,615,535,564,697,561
6001401000,37.8312255,-122.2719014,50043,37.821677,-122.2630846,0.0129965308636618,50075,37.8235207,-122.2585683,0.0153992044810855,50305,37.8556279,-122.2575014,0.0283343806313151,307,396,595,331,431,642
6001401100,37.8305038,-122.2638582,50075,37.8235207,-122.2585683,0.00876052096738987,50043,37.821677,-122.2630846,0.00886063514653591,50305,37.8556279,-122.2575014,0.0259158119118434,300,203,526,330,209,524
6001401200,37.8306139,-122.2579003,50075,37.8235207,-122.2585683,0.00712458491703102,50043,37.821677,-122.2630846,0.0103317543573197,50305,37.8556279,-122.2575014,0.0250171804408479,330,258,577,364,269,627
6001401300,37.8181162,-122.2666978,50043,37.821677,-122.2630846,0.00507291936463066,50075,37.8235207,-122.2585683,0.00976203823492848,50305,37.8556279,-122.2575014,0.0386225505352815,132,237,604,137,245,631
6001401400,37.820756,-122.2733874,50043,37.821677,-122.2630846,0.0103438836439755,50075,37.8235207,-122.2585683,0.0150747899123115,50305,37.8556279,-122.2575014,0.0383198956889265,205,327,664,199,348,716
6001401500,37.8229286,-122.2806336,50043,37.821677,-122.2630846,0.0175935756331701,50075,37.8235207,-122.2585683,0.0220732427726507,50305,37.8556279,-122.2575014,0.0400542494291252,369,491,723,395,537,794
6001401600,37.8173716,-122.2814825,50043,37.821677,-122.2630846,0.0188949515365843,50075,37.8235207,-122.2585683,0.0237249234445579,50305,37.8556279,-122.2575014,0.0451512751414625,443,548,817,463,573,877
6001401700,37.8225184,-122.3077741,50043,37.821677,-122.2630846,0.0446974201068737,50075,37.8235207,-122.2585683,0.0492160071412847,50305,37.8556279,-122.2575014,0.060196207152452,351,460,786,453,579,937
6001401800,37.8095326,-122.2982355,50043,37.821677,-122.2630846,0.0371896789737482,50075,37.8235207,-122.2585683,0.0420613087938432,50305,37.8556279,-122.2575014,0.0615145802627405,661,783,971,697,849,1077
6001402200,37.8063521,-122.2963073,50043,37.821677,-122.2630846,0.0365868877509393,50075,37.8235207,-122.2585683,0.0414607398264952,50211,37.7626826,-122.253774,0.0609598789298256,511,758,1015,662,848,1065
6001402400,37.812031,-122.2824569,50043,37.821677,-122.2630846,0.0216409640101843,50075,37.8235207,-122.2585683,0.0265080820892504,50305,37.8556279,-122.2575014,0.0502341185834945,453,575,705,480,627,763
6001402500,37.8057305,-122.2847803,50043,37.821677,-122.2630846,0.026925717460074,50075,37.8235207,-122.2585683,0.0316790176621698,50211,37.7626826,-122.253774,0.0530519776643587,599,623,944,649,679,983
6001402600,37.8042701,-122.2799551,50043,37.821677,-122.2630846,0.0242407495317291,50075,37.8235207,-122.2585683,0.0287746557685811,50320,37.7986088,-122.2316641,0.0486217132430482,628,644,618,724,749,715
6001402700,37.8103873,-122.276991,50043,37.821677,-122.2630846,0.0179121547293973,50075,37.8235207,-122.2585683,0.0226248109572236,50320,37.7986088,-122.2316641,0.0468322637276847,426,548,512,443,592,555
6001402800,37.808718,-122.2715001,50043,37.821677,-122.2630846,0.0154517416898557,50075,37.8235207,-122.2585683,0.0196558230183889,50320,37.7986088,-122.2316641,0.0410986960941532,373,485,505,382,492,536
6001402900,37.8071721,-122.2667847,50043,37.821677,-122.2630846,0.0149693975837367,50075,37.8235207,-122.2585683,0.0182971569081147,50320,37.7986088,-122.2316641,0.0361495041632667,437,472,623,433,493,659
6001403000,37.8004341,-122.2707274,50043,37.821677,-122.2630846,0.0225759427765525,50075,37.8235207,-122.2585683,0.0260928115075861,50320,37.7986088,-122.2316641,0.0391059218914427,684,692,724,695,736,775
6001403100,37.8022741,-122.2755012,50043,37.821677,-122.2630846,0.0230357219111965,50075,37.8235207,-122.2585683,0.0271687525287825,50320,37.7986088,-122.2316641,0.0439900643384295,565,683,585,568,711,611
6001403300,37.7944308,-122.2663244,50043,37.821677,-122.2630846,0.0274381434955072,50075,37.8235207,-122.2585683,0.0301061350760983,50211,37.7626826,-122.253774,0.0341388450800557,629,644,714,723,735,824
6001403400,37.8026482,-122.2626597,50043,37.821677,-122.2630846,0.0190335432710264,50075,37.8235207,-122.2585683,0.0212697157999392,50320,37.7986088,-122.2316641,0.0312577025982373,684,648,727,686,681,786
6001403501,37.8177398,-122.2600504,50043,37.821677,-122.2630846,0.00497070553141442,50075,37.8235207,-122.2585683,0.00596786605245696,50320,37.7986088,-122.2316641,0.0342312311886341,232,220,433,235,227,486
6001403502,37.8159619,-122.2569401,50075,37.8235207,-122.2585683,0.00773217257179875,50043,37.821677,-122.2630846,0.00839149857058307,50320,37.7986088,-122.2316641,0.0306595214510857,288,300,369,293,310,390
6001403600,37.8135075,-122.2534803,50075,37.8235207,-122.2585683,0.0112317370980594,50043,37.821677,-122.2630846,0.0126088583440322,50320,37.7986088,-122.2316641,0.0264181347587269,408,420,486,430,432,547
6001403701,37.8112134,-122.2586656,50043,37.821677,-122.2630846,0.01135845438253,50075,37.8235207,-122.2585683,0.0123076846149097,50320,37.7986088,-122.2316641,0.0297986064004666,407,394,574,425,418,620
6001403702,37.8094979,-122.2520933,50075,37.8235207,-122.2585683,0.0154455347864718,50043,37.821677,-122.2630846,0.0164054610572249,50320,37.7986088,-122.2316641,0.0231500477634455,497,502,424,524,537,473
6001403800,37.8148228,-122.2416681,50075,37.8235207,-122.2585683,0.0190071098394746,50320,37.7986088,-122.2316641,0.0190518716140978,50043,37.821677,-122.2630846,0.0224865855542816,567,517,594,603,568,635
