"GEOID","TractLat","TractLon","OSHPDID_1","HospLat_1","HospLon_1","Dist_1","OSHPDID_2","HospLat_2","HospLon_2","Dist_2","OSHPDID_3","HospLat_3","HospLon_3","Dist_3"
6059052506,33.6856826,-117.7807058,306304431,33.71469,-117.83216,0.0590674525639911,306304423,33.71489,-117.83342,0.0602649076693851,306304482,33.71489,-117.83342,0.0602649076693851
6059052511,33.6847725,-117.7990448,306304431,33.71469,-117.83216,0.0446281668600628,306304423,33.71489,-117.83342,0.0457024964448301,306304482,33.71489,-117.83342,0.0457024964448301
6059052513,33.678777,-117.7893202,306304431,33.71469,-117.83216,0.0559016281787901,306304423,33.71489,-117.83342,0.0569994835857294,306304482,33.71489,-117.83342,0.0569994835857294
6059052514,33.6693319,-117.7987237,306304431,33.71469,-117.83216,0.056350185388336,306304423,33.71489,-117.83342,0.0572658162370881,306304482,33.71489,-117.83342,0.0572658162370881
6059052515,33.6917653,-117.8098175,306304431,33.71469,-117.83216,0.0320113913527703,306304423,33.71489,-117.83342,0.0330428472795598,306304482,33.71489,-117.83342,0.0330428472795598
6059052517,33.672529,-117.7750233,306304431,33.71469,-117.83216,0.0710081150847572,306304423,33.71489,-117.83342,0.0721431139603103,306304482,33.71489,-117.83342,0.0721431139603103
6059052518,33.6593661,-117.7578556,306304613,33.63578,-117.71265,0.0509887280148307,306304431,33.71469,-117.83216,0.0926384249141258,306304423,33.71489,-117.83342,0.0937703685530263
6059052519,33.6693095,-117.8184805,306304551,33.69926,-117.84951,0.0431261210926695,306304431,33.71469,-117.83216,0.0473974524684596,306304423,33.71489,-117.83342,0.0479663490428435
6059052520,33.6744311,-117.8086676,306304431,33.71469,-117.83216,0.0466119285909689,306304423,33.71489,-117.83342,0.0474299894051183,306304482,33.71489,-117.83342,0.0474299894051183
6059052521,33.6849393,-117.8221596,306304551,33.69926,-117.84951,0.0308727522039964,306304431,33.71469,-117.83216,0.0313864963105083,306304423,33.71489,-117.83342,0.0319975161324993
6059052522,33.6802504,-117.8217375,306304551,33.69926,-117.84951,0.0336552618235249,306304431,33.71469,-117.83216,0.0359821421598272,306304423,33.71489,-117.83342,0.0365565684167707
6059052523,33.6736209,-117.8238921,306304551,33.69926,-117.84951,0.0362441753833631,306304431,33.71469,-117.83216,0.0418930679852842,306304423,33.71489,-117.83342,0.0423546867916605
6059052524,33.7297911,-117.7970069,306304608,33.74743,-117.81261,0.0235496820110223,306304576,33.74578,-117.83125,0.0377919941365887,306304431,33.71469,-117.83216,0.0382594257774504
6059052525,33.7166231,-117.7782831,306304608,33.74743,-117.81261,0.0461237590751321,306304431,33.71469,-117.83216,0.0539115686028578,306304423,33.71489,-117.83342,0.0551641312559247
6059052526,33.7021007,-117.784626,306304431,33.71469,-117.83216,0.0491728749463539,306304423,33.71489,-117.83342,0.0504422504502916,306304482,33.71489,-117.83342,0.0504422504502916
6059052527,33.7086408,-117.7951848,306304431,33.71469,-117.83216,0.0374667617453128,306304423,33.71489,-117.83342,0.0387425221130502,306304482,33.71489,-117.83342,0.0387425221130502
6059052528,33.6926896,-117.7907468,306304431,33.71469,-117.83216,0.0468942505473804,306304423,33.71489,-117.83342,0.0481025961711077,306304482,33.71489,-117.83342,0.0481025961711077
6059062604,33.585416,-117.7988845,306301235,33.54388,-117.78087,0.045274291891208,306304613,33.63578,-117.71265,0.0998645156512064,306304551,33.69926,-117.84951,0.12459292751296
6059062605,33.5427708,-117.7839464,306301235,33.54388,-117.78087,0.0032702540574208,306304369,33.55385,-117.67052,0.113966209420169,306304335,33.52204,-117.66873,0.117066583180693
6059062610,33.6691905,-117.8609131,306304551,33.69926,-117.84951,0.0321590659046624,306304543,33.71091,-117.88545,0.0484001667544647,306304570,33.71257,-117.88432,0.0492916218830332
6059062611,33.6644875,-117.8336485,306304551,33.69926,-117.84951,0.0382192875195256,306304431,33.71469,-117.83216,0.0502245621036135,306304423,33.71489,-117.83342,0.0504030179503142
6059062612,33.662224,-117.8144114,306304551,33.69926,-117.84951,0.0510252586270749,306304431,33.71469,-117.83216,0.0553867669932059,306304423,33.71489,-117.83342,0.055991378175213
6059062614,33.6439363,-117.8381633,306304551,33.69926,-117.84951,0.0564752988710998,306304431,33.71469,-117.83216,0.0710079268432734,306304423,33.71489,-117.83342,0.071112069570359
6059062619,33.5409778,-117.7681955,306301235,33.54388,-117.78087,0.0130025272577956,306304369,33.55385,-117.67052,0.0985200326486524,306304335,33.52204,-117.66873,0.101252288661006
6059062620,33.5307008,-117.7630646,306301235,33.54388,-117.78087,0.0221522816386843,306304335,33.52204,-117.66873,0.0947313370210829,306304369,33.55385,-117.67052,0.0953959561501531
6059062621,33.6296112,-117.7515914,306304613,33.63578,-117.71265,0.0394269796890388,306304411,33.60039,-117.67359,0.0832952395482401,306301235,33.54388,-117.78087,0.0905929085050232
6059062622,33.618784,-117.7213295,306304613,33.63578,-117.71265,0.0190839654225728,306304411,33.60039,-117.67359,0.0511605228301004,306304369,33.55385,-117.67052,0.0824501646223347
6059062625,33.5930992,-117.7057718,306304411,33.60039,-117.67359,0.0329973334661956,306304613,33.63578,-117.71265,0.0432314737648393,306304369,33.55385,-117.67052,0.0527559390389353
6059062626,33.652607,-117.8396723,306304551,33.69926,-117.84951,0.0476789550041709,306304431,33.71469,-117.83216,0.0625358580359245,306304423,33.71489,-117.83342,0.0625960329756544
