"GEOID","TractLat","TractLon","OSHPDID_1","HospLat_1","HospLon_1","Dist_1","OSHPDID_2","HospLat_2","HospLon_2","Dist_2","OSHPDID_3","HospLat_3","HospLon_3","Dist_3"
6001400100,37.8676275,-122.231946,50305,37.8556279,-122.2575014,0.0282324081388745,50075,37.8235207,-122.2585683,0.0515185079707234,50043,37.821677,-122.2630846,0.0555073045662462
6001400200,37.8481386,-122.2495968,50305,37.8556279,-122.2575014,0.0108890915897459,50075,37.8235207,-122.2585683,0.0262016948432644,50043,37.821677,-122.2630846,0.0297007916291751
6001400300,37.8405983,-122.2544365,50305,37.8556279,-122.2575014,0.0153389206976873,50075,37.8235207,-122.2585683,0.0175703213687166,50043,37.821677,-122.2630846,0.0208039714309582
6001400400,37.8482803,-122.2574533,50305,37.8556279,-122.2575014,0.00734775743816037,50075,37.8235207,-122.2585683,0.024784693202858,50043,37.821677,-122.2630846,0.0271927768089237
6001400500,37.8485412,-122.2647277,50305,37.8556279,-122.2575014,0.0101213007355784,50075,37.8235207,-122.2585683,0.0257674917019458,50043,37.821677,-122.2630846,0.026914401707077
6001400600,37.8419909,-122.2648882,50305,37.8556279,-122.2575014,0.0155091129095176,50075,37.8235207,-122.2585683,0.0195215118279797,50043,37.821677,-122.2630846,0.020393810486761
6001400700,37.8417667,-122.2723529,50305,37.8556279,-122.2575014,0.0203150170487303,50043,37.821677,-122.2630846,0.0221245888318864,50075,37.8235207,-122.2585683,0.0228677002158097
6001400800,37.8454675,-122.2833944,50305,37.8556279,-122.2575014,0.0278151249711488,50043,37.821677,-122.2630846,0.0312805988799788,50075,37.8235207,-122.2585683,0.0331360418796574
6001400900,37.8394912,-122.2802646,50043,37.821677,-122.2630846,0.0247486993928923,50075,37.8235207,-122.2585683,0.0269404213764358,50305,37.8556279,-122.2575014,0.027902622836037
6001401000,37.8312255,-122.2719014,50043,37.821677,-122.2630846,0.0129965308636618,50075,37.8235207,-122.2585683,0.0153992044810855,50305,37.8556279,-122.2575014,0.0283343806313151
6001401100,37.8305038,-122.2638582,50075,37.8235207,-122.2585683,0.00876052096738987,50043,37.821677,-122.2630846,0.00886063514653591,50305,37.8556279,-122.2575014,0.0259158119118434
6001401200,37.8306139,-122.2579003,50075,37.8235207,-122.2585683,0.00712458491703102,50043,37.821677,-122.2630846,0.0103317543573197,50305,37.8556279,-122.2575014,0.0250171804408479
6001401300,37.8181162,-122.2666978,50043,37.821677,-122.2630846,0.00507291936463066,50075,37.8235207,-122.2585683,0.00976203823492848,50305,37.8556279,-122.2575014,0.0386225505352815
6001401400,37.820756,-122.2733874,50043,37.821677,-122.2630846,0.0103438836439755,50075,37.8235207,-122.2585683,0.0150747899123115,50305,37.8556279,-122.2575014,0.0383198956889265
6001401500,37.8229286,-122.2806336,50043,37.821677,-122.2630846,0.0175935756331701,50075,37.8235207,-122.2585683,0.0220732427726507,50305,37.8556279,-122.2575014,0.0400542494291252
6001401600,37.8173716,-122.2814825,50043,37.821677,-122.2630846,0.0188949515365843,50075,37.8235207,-122.2585683,0.0237249234445579,50305,37.8556279,-122.2575014,0.0451512751414625
6001401700,37.8225184,-122.3077741,50043,37.821677,-122.2630846,0.0446974201068737,50075,37.8235207,-122.2585683,0.0492160071412847,50305,37.8556279,-122.2575014,0.060196207152452
6001401800,37.8095326,-122.2982355,50043,37.821677,-122.2630846,0.0371896789737482,50075,37.8235207,-122.2585683,0.0420613087938432,50305,37.8556279,-122.2575014,0.0615145802627405
6001402200,37.8063521,-122.2963073,50043,37.821677,-122.2630846,0.0365868877509393,50075,37.8235207,-122.2585683,0.0414607398264952,50211,37.7626826,-122.253774,0.0609598789298256
6001402400,37.812031,-122.2824569,50043,37.821677,-122.2630846,0.0216409640101843,50075,37.8235207,-122.2585683,0.0265080820892504,50305,37.8556279,-122.2575014,0.0502341185834945
6001402500,37.8057305,-122.2847803,50043,37.821677,-122.2630846,0.026925717460074,50075,37.8235207,-122.2585683,0.0316790176621698,50211,37.7626826,-122.253774,0.0530519776643587
6001402600,37.8042701,-122.2799551,50043,37.821677,-122.2630846,0.0242407495317291,50075,37.8235207,-122.2585683,0.0287746557685811,50320,37.7986088,-122.2316641,0.0486217132430482
6001402700,37.8103873,-122.276991,50043,37.821677,-122.2630846,0.0179121547293973,50075,37.8235207,-122.2585683,0.0226248109572236,50320,37.7986088,-122.2316641,0.0468322637276847
6001402800,37.808718,-122.2715001,50043,37.821677,-122.2630846,0.0154517416898557,50075,37.8235207,-122.2585683,0.0196558230183889,50320,37.7986088,-122.2316641,0.0410986960941532
6001402900,37.8071721,-122.2667847,50043,37.821677,-122.2630846,0.0149693975837367,50075,37.8235207,-122.2585683,0.0182971569081147,50320,37.7986088,-122.2316641,0.0361495041632667
6001403000,37.8004341,-122.2707274,50043,37.821677,-122.2630846,0.0225759427765525,50075,37.8235207,-122.2585683,0.0260928115075861,50320,37.7986088,-122.2316641,0.0391059218914427
6001403100,37.8022741,-122.2755012,50043,37.821677,-122.2630846,0.0230357219111965,50075,37.8235207,-122.2585683,0.0271687525287825,50320,37.7986088,-122.2316641,0.0439900643384295
6001403300,37.7944308,-122.2663244,50043,37.821677,-122.2630846,0.0274381434955072,50075,37.8235207,-122.2585683,0.0301061350760983,50211,37.7626826,-122.253774,0.0341388450800557
6001403400,37.8026482,-122.2626597,50043,37.821677,-122.2630846,0.0190335432710264,50075,37.8235207,-122.2585683,0.0212697157999392,50320,37.7986088,-122.2316641,0.0312577025982373
6001403501,37.8177398,-122.2600504,50043,37.821677,-122.2630846,0.00497070553141442,50075,37.8235207,-122.2585683,0.00596786605245696,50320,37.7986088,-122.2316641,0.0342312311886341
6001403502,37.8159619,-122.2569401,50075,37.8235207,-122.2585683,0.00773217257179875,50043,37.821677,-122.2630846,0.00839149857058307,50320,37.7986088,-122.2316641,0.0306595214510857
6001403600,37.8135075,-122.2534803,50075,37.8235207,-122.2585683,0.0112317370980594,50043,37.821677,-122.2630846,0.0126088583440322,50320,37.7986088,-122.2316641,0.0264181347587269
6001403701,37.8112134,-122.2586656,50043,37.821677,-122.2630846,0.01135845438253,50075,37.8235207,-122.2585683,0.0123076846149097,50320,37.7986088,-122.2316641,0.0297986064004666
6001403702,37.8094979,-122.2520933,50075,37.8235207,-122.2585683,0.0154455347864718,50043,37.821677,-122.2630846,0.0164054610572249,50320,37.7986088,-122.2316641,0.0231500477634455
6001403800,37.8148228,-122.2416681,50075,37.8235207,-122.2585683,0.0190071098394746,50320,37.7986088,-122.2316641,0.0190518716140978,50043,37.821677,-122.2630846,0.0224865855542816
6001403900,37.8171784,-122.2487713,50075,37.8235207,-122.2585683,0.0116707316947071,50043,37.821677,-122.2630846,0.0150035981967633,50320,37.7986088,-122.2316641,0.0252484917569381
6001404000,37.8233126,-122.2536627,50075,37.8235207,-122.2585683,0.00491001191137746,50043,37.821677,-122.2630846,0.00956281271226505,50305,37.8556279,-122.2575014,0.0325424988558031
6001404101,37.8300795,-122.249816,50075,37.8235207,-122.2585683,0.01093712086108,50043,37.821677,-122.2630846,0.0157053415184139,50305,37.8556279,-122.2575014,0.0266793200010844
6001404102,37.8260219,-122.2510667,50075,37.8235207,-122.2585683,0.00790759154230621,50043,37.821677,-122.2630846,0.0127792048430285,50305,37.8556279,-122.2575014,0.0302972044929902
6001404200,37.8361135,-122.2344665,50075,37.8235207,-122.2585683,0.027193296509983,50305,37.8556279,-122.2575014,0.0301897072753264,50043,37.821677,-122.2630846,0.0320532085735613
6001404300,37.8446717,-122.2381046,50305,37.8556279,-122.2575014,0.022277211869529,50075,37.8235207,-122.2585683,0.029430049586937,50043,37.821677,-122.2630846,0.0339522698518064
